memory.total [MiB], memory.used [MiB], utilization.gpu [%], name, pci.bus_id
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 27 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 2 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 3 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 69 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 46 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 53 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 59 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 63 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 48 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 52 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 59 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 3 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 4 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 4 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 68 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 48 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 55 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 57 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 69 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 48 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 54 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 55 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 46 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 29 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 64 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 44 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 52 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 55 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 65 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 51 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 50 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 65 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 3 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 3 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 51 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 51 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 53 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 62 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 69 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 49 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 60 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 65 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 71 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 43 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 60 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 57 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 67 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 47 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 49 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 59 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 64 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 46 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 55 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 60 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 4 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 2 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 3 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 65 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 51 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 47 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 58 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 65 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 45 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 51 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 60 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 3 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 3 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 3 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 70 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 49 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 61 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 61 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 71 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 47 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 62 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 62 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 52 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 48 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 36 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 58 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 60 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 42 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 47 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 51 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 58 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 45 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 46 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 53 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 2 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 67 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 40 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 51 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 49 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 58 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 48 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 48 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 64 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 4 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 3 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 4 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 4 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 0 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 0 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 68 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 42 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 50 %, Quadro RTX 8000, 00000000:86:00.0
46080 MiB, 4847 MiB, 51 %, Quadro RTX 8000, 00000000:D8:00.0
46080 MiB, 5103 MiB, 70 %, Quadro RTX 8000, 00000000:06:00.0
46080 MiB, 4847 MiB, 47 %, Quadro RTX 8000, 00000000:2F:00.0
46080 MiB, 4847 MiB, 55 %, Quadro RTX 8000, 00000000:86:00.0
